,name,boss_num,prog_time,guild_name
6,The Council of Blood,6,22.22224,Skepsis
7,Sludgefist,7,11.11112,Skepsis
8,Stone Legion Generals,8,33.33336,Skepsis
9,Sire Denathrius,9,50.00004,Skepsis
0,Shriekwing,0,5.55556,Rude
1,Huntsman Altimor,1,5.55556,Rude
2,Hungering Destroyer,2,16.66668,Rude
3,Sun King's Salvation,3,16.66668,Rude
4,Artificer Xy'mox,4,25.00002,Rude
5,Lady Inerva Darkvein,5,5.55556,Rude
6,The Council of Blood,6,27.7778,Rude
7,Sludgefist,7,27.7778,Rude
8,Stone Legion Generals,8,88.88896,Rude
9,Sire Denathrius,9,50.00004,Rude
0,Shriekwing,0,0.0,External
1,Huntsman Altimor,1,8.33334,External
2,Hungering Destroyer,2,5.55556,External
3,Sun King's Salvation,3,27.7778,External
4,Artificer Xy'mox,4,16.66668,External
5,Lady Inerva Darkvein,5,0.0,External
6,The Council of Blood,6,11.11112,External
7,Sludgefist,7,22.22224,External
8,Stone Legion Generals,8,25.00002,External
9,Sire Denathrius,9,44.44448,External
0,Shriekwing,0,0.0,Overraided
1,Huntsman Altimor,1,5.55556,Overraided
2,Hungering Destroyer,2,11.11112,Overraided
3,Sun King's Salvation,3,16.66668,Overraided
4,Artificer Xy'mox,4,22.22224,Overraided
5,Lady Inerva Darkvein,5,16.66668,Overraided
6,The Council of Blood,6,22.22224,Overraided
7,Sludgefist,7,27.7778,Overraided
8,Stone Legion Generals,8,61.11116,Overraided
9,Sire Denathrius,9,72.22228,Overraided
0,Shriekwing,0,0.0,Mindset
1,Huntsman Altimor,1,0.0,Mindset
2,Hungering Destroyer,2,22.22224,Mindset
3,Sun King's Salvation,3,5.55556,Mindset
4,Artificer Xy'mox,4,22.22224,Mindset
5,Lady Inerva Darkvein,5,16.66668,Mindset
6,The Council of Blood,6,50.00004,Mindset
7,Sludgefist,7,55.5556,Mindset
8,Stone Legion Generals,8,88.88896,Mindset
9,Sire Denathrius,9,102.77786,Mindset
0,Shriekwing,0,0.0,Avalerion
1,Huntsman Altimor,1,11.11112,Avalerion
2,Hungering Destroyer,2,13.8889,Avalerion
3,Sun King's Salvation,3,5.55556,Avalerion
4,Artificer Xy'mox,4,22.22224,Avalerion
5,Lady Inerva Darkvein,5,0.0,Avalerion
6,The Council of Blood,6,22.22224,Avalerion
7,Sludgefist,7,22.22224,Avalerion
8,Stone Legion Generals,8,47.22226,Avalerion
9,Sire Denathrius,9,61.11116,Avalerion
0,Shriekwing,0,0.0,Most Hated
1,Huntsman Altimor,1,0.0,Most Hated
2,Hungering Destroyer,2,0.0,Most Hated
3,Sun King's Salvation,3,0.0,Most Hated
4,Artificer Xy'mox,4,0.0,Most Hated
5,Lady Inerva Darkvein,5,0.0,Most Hated
6,The Council of Blood,6,0.0,Most Hated
7,Sludgefist,7,0.0,Most Hated
8,Sire Denathrius,9,5.55556,Most Hated
0,Shriekwing,0,0.0,TEAM TURbO
1,Huntsman Altimor,1,0.0,TEAM TURbO
2,Hungering Destroyer,2,11.11112,TEAM TURbO
3,Sun King's Salvation,3,11.11112,TEAM TURbO
4,Artificer Xy'mox,4,16.66668,TEAM TURbO
5,Lady Inerva Darkvein,5,11.11112,TEAM TURbO
6,The Council of Blood,6,19.44446,TEAM TURbO
7,Sludgefist,7,13.8889,TEAM TURbO
8,Stone Legion Generals,8,47.22226,TEAM TURbO
9,Sire Denathrius,9,33.33336,TEAM TURbO
0,Stone Legion Generals,8,13.8889,Mental Exiles
0,Shriekwing,0,11.11112,Reprogress Live
1,Huntsman Altimor,1,0.0,Reprogress Live
2,Hungering Destroyer,2,16.66668,Reprogress Live
3,Sun King's Salvation,3,5.55556,Reprogress Live
4,Artificer Xy'mox,4,11.11112,Reprogress Live
5,Lady Inerva Darkvein,5,0.0,Reprogress Live
6,The Council of Blood,6,22.22224,Reprogress Live
7,Sludgefist,7,11.11112,Reprogress Live
8,Stone Legion Generals,8,44.44448,Reprogress Live
9,Sire Denathrius,9,69.4445,Reprogress Live
0,Shriekwing,0,5.55556,Raze
1,Huntsman Altimor,1,16.66668,Raze
2,Hungering Destroyer,2,27.7778,Raze
3,Sun King's Salvation,3,22.22224,Raze
4,Artificer Xy'mox,4,27.7778,Raze
5,Lady Inerva Darkvein,5,16.66668,Raze
6,The Council of Blood,6,38.88892,Raze
7,Sludgefist,7,38.88892,Raze
8,Stone Legion Generals,8,75.00006,Raze
9,Sire Denathrius,9,83.3334,Raze
0,Shriekwing,0,0.0,The Crab Bucket
1,Huntsman Altimor,1,0.0,The Crab Bucket
2,Hungering Destroyer,2,0.0,The Crab Bucket
3,Sun King's Salvation,3,16.66668,The Crab Bucket
4,Artificer Xy'mox,4,11.11112,The Crab Bucket
5,Lady Inerva Darkvein,5,22.22224,The Crab Bucket
6,The Council of Blood,6,16.66668,The Crab Bucket
7,Sludgefist,7,25.00002,The Crab Bucket
8,Stone Legion Generals,8,55.5556,The Crab Bucket
9,Sire Denathrius,9,75.00006,The Crab Bucket
0,Shriekwing,0,2.77778,LENG SQUAD
1,Huntsman Altimor,1,0.0,LENG SQUAD
2,Hungering Destroyer,2,5.55556,LENG SQUAD
3,Sun King's Salvation,3,8.33334,LENG SQUAD
4,Artificer Xy'mox,4,5.55556,LENG SQUAD
5,Lady Inerva Darkvein,5,5.55556,LENG SQUAD
6,The Council of Blood,6,19.44446,LENG SQUAD
7,Sludgefist,7,11.11112,LENG SQUAD
8,Stone Legion Generals,8,27.7778,LENG SQUAD
9,Sire Denathrius,9,19.44446,LENG SQUAD
0,Shriekwing,0,0.0,Redhands
1,Huntsman Altimor,1,0.0,Redhands
2,Hungering Destroyer,2,0.0,Redhands
3,Sun King's Salvation,3,0.0,Redhands
4,Artificer Xy'mox,4,2.77778,Redhands
5,Lady Inerva Darkvein,5,8.33334,Redhands
6,The Council of Blood,6,0.0,Redhands
7,Sludgefist,7,0.0,Redhands
8,Stone Legion Generals,8,2.77778,Redhands
0,Shriekwing,0,0.0,Pepelands
1,Huntsman Altimor,1,5.55556,Pepelands
2,Hungering Destroyer,2,2.77778,Pepelands
3,Sun King's Salvation,3,8.33334,Pepelands
4,Artificer Xy'mox,4,8.33334,Pepelands
5,Lady Inerva Darkvein,5,8.33334,Pepelands
6,The Council of Blood,6,8.33334,Pepelands
7,Sludgefist,7,11.11112,Pepelands
8,Stone Legion Generals,8,30.55558,Pepelands
9,Sire Denathrius,9,30.55558,Pepelands
0,Shriekwing,0,2.77778,Malorum
1,Huntsman Altimor,1,5.55556,Malorum
2,Hungering Destroyer,2,2.77778,Malorum
3,Sun King's Salvation,3,8.33334,Malorum
4,Artificer Xy'mox,4,5.55556,Malorum
5,Lady Inerva Darkvein,5,8.33334,Malorum
6,The Council of Blood,6,8.33334,Malorum
7,Sludgefist,7,13.8889,Malorum
8,Stone Legion Generals,8,25.00002,Malorum
9,Sire Denathrius,9,8.33334,Malorum
0,Shriekwing,0,8.33334,Back To Business
1,Huntsman Altimor,1,2.77778,Back To Business
2,Hungering Destroyer,2,8.33334,Back To Business
3,Sun King's Salvation,3,5.55556,Back To Business
4,Artificer Xy'mox,4,5.55556,Back To Business
5,Lady Inerva Darkvein,5,2.77778,Back To Business
6,The Council of Blood,6,2.77778,Back To Business
7,Sludgefist,7,8.33334,Back To Business
8,Stone Legion Generals,8,25.00002,Back To Business
0,Shriekwing,0,2.77778,Axon Terminal
1,Huntsman Altimor,1,5.55556,Axon Terminal
2,Hungering Destroyer,2,8.33334,Axon Terminal
3,Sun King's Salvation,3,8.33334,Axon Terminal
4,Artificer Xy'mox,4,11.11112,Axon Terminal
5,Lady Inerva Darkvein,5,5.55556,Axon Terminal
6,The Council of Blood,6,19.44446,Axon Terminal
7,Sludgefist,7,13.8889,Axon Terminal
8,Stone Legion Generals,8,50.00004,Axon Terminal
9,Sire Denathrius,9,38.88892,Axon Terminal
0,Shriekwing,0,0.0,Curse of Years
1,Huntsman Altimor,1,2.77778,Curse of Years
2,Hungering Destroyer,2,5.55556,Curse of Years
3,Sun King's Salvation,3,5.55556,Curse of Years
4,Artificer Xy'mox,4,8.33334,Curse of Years
5,Lady Inerva Darkvein,5,5.55556,Curse of Years
6,The Council of Blood,6,11.11112,Curse of Years
7,Sludgefist,7,13.8889,Curse of Years
8,Stone Legion Generals,8,36.11114,Curse of Years
9,Sire Denathrius,9,25.00002,Curse of Years
0,Shriekwing,0,5.55556,Arise
1,Huntsman Altimor,1,5.55556,Arise
2,Hungering Destroyer,2,2.77778,Arise
3,Sun King's Salvation,3,13.8889,Arise
4,Artificer Xy'mox,4,2.77778,Arise
5,Lady Inerva Darkvein,5,2.77778,Arise
6,The Council of Blood,6,19.44446,Arise
7,Sludgefist,7,11.11112,Arise
8,Stone Legion Generals,8,30.55558,Arise
9,Sire Denathrius,9,38.88892,Arise
0,Shriekwing,0,0.0,A Necessary Evil
1,Huntsman Altimor,1,5.55556,A Necessary Evil
2,Hungering Destroyer,2,2.77778,A Necessary Evil
3,Sun King's Salvation,3,5.55556,A Necessary Evil
4,Artificer Xy'mox,4,5.55556,A Necessary Evil
5,Lady Inerva Darkvein,5,5.55556,A Necessary Evil
6,The Council of Blood,6,16.66668,A Necessary Evil
7,Sludgefist,7,13.8889,A Necessary Evil
8,Stone Legion Generals,8,25.00002,A Necessary Evil
9,Sire Denathrius,9,33.33336,A Necessary Evil
0,Shriekwing,0,0.0,Les Croisés
1,Huntsman Altimor,1,0.0,Les Croisés
2,Hungering Destroyer,2,2.77778,Les Croisés
3,Sun King's Salvation,3,5.55556,Les Croisés
4,Artificer Xy'mox,4,5.55556,Les Croisés
5,Lady Inerva Darkvein,5,5.55556,Les Croisés
6,The Council of Blood,6,5.55556,Les Croisés
7,Sludgefist,7,8.33334,Les Croisés
8,Stone Legion Generals,8,19.44446,Les Croisés
9,Sire Denathrius,9,33.33336,Les Croisés
0,Shriekwing,0,0.0,Swiss Prime
1,Huntsman Altimor,1,2.77778,Swiss Prime
2,Hungering Destroyer,2,2.77778,Swiss Prime
3,Sun King's Salvation,3,5.55556,Swiss Prime
4,Artificer Xy'mox,4,8.33334,Swiss Prime
5,Lady Inerva Darkvein,5,2.77778,Swiss Prime
6,The Council of Blood,6,19.44446,Swiss Prime
7,Sludgefist,7,5.55556,Swiss Prime
8,Stone Legion Generals,8,27.7778,Swiss Prime
9,Sire Denathrius,9,22.22224,Swiss Prime
0,Shriekwing,0,0.0,Rederiet
1,Huntsman Altimor,1,0.0,Rederiet
2,Hungering Destroyer,2,0.0,Rederiet
3,Sun King's Salvation,3,0.0,Rederiet
4,Artificer Xy'mox,4,2.77778,Rederiet
5,Lady Inerva Darkvein,5,0.0,Rederiet
6,The Council of Blood,6,0.0,Rederiet
7,Sludgefist,7,0.0,Rederiet
8,Stone Legion Generals,8,2.77778,Rederiet
9,Sire Denathrius,9,19.44446,Rederiet
0,Shriekwing,0,0.0,Too Much Fun
1,Huntsman Altimor,1,0.0,Too Much Fun
2,Hungering Destroyer,2,2.77778,Too Much Fun
3,Sun King's Salvation,3,2.77778,Too Much Fun
4,Artificer Xy'mox,4,8.33334,Too Much Fun
5,Lady Inerva Darkvein,5,5.55556,Too Much Fun
6,The Council of Blood,6,11.11112,Too Much Fun
7,Sludgefist,7,8.33334,Too Much Fun
8,Stone Legion Generals,8,33.33336,Too Much Fun
9,Sire Denathrius,9,30.55558,Too Much Fun
0,Shriekwing,0,0.0,Augure
1,Huntsman Altimor,1,2.77778,Augure
2,Hungering Destroyer,2,2.77778,Augure
3,Sun King's Salvation,3,5.55556,Augure
4,Artificer Xy'mox,4,5.55556,Augure
5,Lady Inerva Darkvein,5,5.55556,Augure
6,The Council of Blood,6,11.11112,Augure
7,Sludgefist,7,5.55556,Augure
8,Stone Legion Generals,8,27.7778,Augure
9,Sire Denathrius,9,33.33336,Augure
0,Shriekwing,0,8.33334,Ad Elysium
1,Huntsman Altimor,1,5.55556,Ad Elysium
2,Hungering Destroyer,2,19.44446,Ad Elysium
3,Sun King's Salvation,3,11.11112,Ad Elysium
4,Artificer Xy'mox,4,16.66668,Ad Elysium
5,Lady Inerva Darkvein,5,16.66668,Ad Elysium
6,The Council of Blood,6,27.7778,Ad Elysium
7,Sludgefist,7,33.33336,Ad Elysium
8,Stone Legion Generals,8,50.00004,Ad Elysium
9,Sire Denathrius,9,55.5556,Ad Elysium
0,Shriekwing,0,2.77778,Reverse Polarity
1,Huntsman Altimor,1,2.77778,Reverse Polarity
2,Hungering Destroyer,2,5.55556,Reverse Polarity
3,Sun King's Salvation,3,2.77778,Reverse Polarity
4,Artificer Xy'mox,4,2.77778,Reverse Polarity
5,Lady Inerva Darkvein,5,5.55556,Reverse Polarity
6,The Council of Blood,6,16.66668,Reverse Polarity
7,Sludgefist,7,5.55556,Reverse Polarity
8,Stone Legion Generals,8,22.22224,Reverse Polarity
9,Sire Denathrius,9,27.7778,Reverse Polarity
0,Shriekwing,0,0.0,my bad I guess
1,Huntsman Altimor,1,0.0,my bad I guess
2,Hungering Destroyer,2,0.0,my bad I guess
3,Sun King's Salvation,3,0.0,my bad I guess
4,Artificer Xy'mox,4,0.0,my bad I guess
5,Lady Inerva Darkvein,5,0.0,my bad I guess
6,The Council of Blood,6,2.77778,my bad I guess
7,Sludgefist,7,2.77778,my bad I guess
8,Stone Legion Generals,8,5.55556,my bad I guess
9,Sire Denathrius,9,11.11112,my bad I guess
0,Shriekwing,0,0.0,Infinite
1,Huntsman Altimor,1,5.55556,Infinite
2,Hungering Destroyer,2,11.11112,Infinite
3,Sun King's Salvation,3,11.11112,Infinite
4,Artificer Xy'mox,4,19.44446,Infinite
5,Lady Inerva Darkvein,5,8.33334,Infinite
6,The Council of Blood,6,13.8889,Infinite
7,Sludgefist,7,16.66668,Infinite
8,Stone Legion Generals,8,36.11114,Infinite
9,Sire Denathrius,9,47.22226,Infinite
0,Shriekwing,0,5.55556,Bad Omen
1,Huntsman Altimor,1,2.77778,Bad Omen
2,Hungering Destroyer,2,5.55556,Bad Omen
3,Sun King's Salvation,3,8.33334,Bad Omen
4,Artificer Xy'mox,4,5.55556,Bad Omen
5,Lady Inerva Darkvein,5,2.77778,Bad Omen
6,The Council of Blood,6,8.33334,Bad Omen
7,Sludgefist,7,13.8889,Bad Omen
8,Stone Legion Generals,8,22.22224,Bad Omen
9,Sire Denathrius,9,30.55558,Bad Omen
0,Shriekwing,0,2.77778,Dead On my screen
1,Huntsman Altimor,1,2.77778,Dead On my screen
2,Hungering Destroyer,2,11.11112,Dead On my screen
3,Sun King's Salvation,3,16.66668,Dead On my screen
4,Artificer Xy'mox,4,8.33334,Dead On my screen
5,Lady Inerva Darkvein,5,5.55556,Dead On my screen
6,The Council of Blood,6,16.66668,Dead On my screen
7,Sludgefist,7,16.66668,Dead On my screen
8,Stone Legion Generals,8,27.7778,Dead On my screen
9,Sire Denathrius,9,38.88892,Dead On my screen
0,Shriekwing,0,0.0,Purified
1,Huntsman Altimor,1,2.77778,Purified
2,Hungering Destroyer,2,8.33334,Purified
3,Sun King's Salvation,3,5.55556,Purified
4,Artificer Xy'mox,4,2.77778,Purified
5,Lady Inerva Darkvein,5,11.11112,Purified
6,The Council of Blood,6,13.8889,Purified
7,Sludgefist,7,8.33334,Purified
8,Stone Legion Generals,8,47.22226,Purified
9,Sire Denathrius,9,30.55558,Purified
0,Shriekwing,0,5.55556,UndisputeD
1,Huntsman Altimor,1,8.33334,UndisputeD
2,Hungering Destroyer,2,5.55556,UndisputeD
3,Sun King's Salvation,3,5.55556,UndisputeD
4,Artificer Xy'mox,4,11.11112,UndisputeD
5,Lady Inerva Darkvein,5,11.11112,UndisputeD
6,The Council of Blood,6,16.66668,UndisputeD
7,Sludgefist,7,8.33334,UndisputeD
8,Stone Legion Generals,8,36.11114,UndisputeD
9,Sire Denathrius,9,44.44448,UndisputeD
0,Shriekwing,0,0.0,constant
1,Huntsman Altimor,1,2.77778,constant
2,Hungering Destroyer,2,11.11112,constant
3,Sun King's Salvation,3,8.33334,constant
4,Artificer Xy'mox,4,13.8889,constant
5,Lady Inerva Darkvein,5,5.55556,constant
6,The Council of Blood,6,13.8889,constant
7,Sludgefist,7,13.8889,constant
8,Stone Legion Generals,8,33.33336,constant
9,Sire Denathrius,9,36.11114,constant
0,Sludgefist,7,2.77778,Agony
1,Stone Legion Generals,8,2.77778,Agony
2,Sire Denathrius,9,2.77778,Agony
0,Shriekwing,0,0.0,Faded
1,Huntsman Altimor,1,5.55556,Faded
2,Hungering Destroyer,2,5.55556,Faded
3,Sun King's Salvation,3,5.55556,Faded
4,Artificer Xy'mox,4,5.55556,Faded
5,Lady Inerva Darkvein,5,5.55556,Faded
6,The Council of Blood,6,0.0,Faded
0,Shriekwing,0,0.0,V A N Q U I S H
1,Huntsman Altimor,1,0.0,V A N Q U I S H
2,Hungering Destroyer,2,5.55556,V A N Q U I S H
3,Sun King's Salvation,3,11.11112,V A N Q U I S H
4,Artificer Xy'mox,4,8.33334,V A N Q U I S H
5,Lady Inerva Darkvein,5,11.11112,V A N Q U I S H
6,The Council of Blood,6,11.11112,V A N Q U I S H
7,Sludgefist,7,11.11112,V A N Q U I S H
8,Stone Legion Generals,8,44.44448,V A N Q U I S H
9,Sire Denathrius,9,47.22226,V A N Q U I S H
0,Shriekwing,0,5.55556,Goldenglory
1,Huntsman Altimor,1,5.55556,Goldenglory
2,Hungering Destroyer,2,13.8889,Goldenglory
3,Sun King's Salvation,3,19.44446,Goldenglory
4,Artificer Xy'mox,4,19.44446,Goldenglory
5,Lady Inerva Darkvein,5,5.55556,Goldenglory
6,The Council of Blood,6,22.22224,Goldenglory
7,Sludgefist,7,30.55558,Goldenglory
8,Stone Legion Generals,8,50.00004,Goldenglory
9,Sire Denathrius,9,69.4445,Goldenglory
0,Shriekwing,0,0.0,Tabbed Out
1,Huntsman Altimor,1,8.33334,Tabbed Out
2,Hungering Destroyer,2,8.33334,Tabbed Out
3,Sun King's Salvation,3,11.11112,Tabbed Out
4,Artificer Xy'mox,4,13.8889,Tabbed Out
5,Lady Inerva Darkvein,5,13.8889,Tabbed Out
6,The Council of Blood,6,16.66668,Tabbed Out
7,Sludgefist,7,13.8889,Tabbed Out
8,Stone Legion Generals,8,52.77782,Tabbed Out
9,Sire Denathrius,9,52.77782,Tabbed Out
0,Shriekwing,0,2.77778,tmz
1,Huntsman Altimor,1,2.77778,tmz
2,Hungering Destroyer,2,2.77778,tmz
3,Sun King's Salvation,3,2.77778,tmz
4,Artificer Xy'mox,4,5.55556,tmz
5,Lady Inerva Darkvein,5,8.33334,tmz
6,The Council of Blood,6,11.11112,tmz
7,Sludgefist,7,8.33334,tmz
0,Shriekwing,0,5.55556,CV
1,Huntsman Altimor,1,0.0,CV
2,Hungering Destroyer,2,2.77778,CV
3,Sun King's Salvation,3,11.11112,CV
4,Artificer Xy'mox,4,5.55556,CV
5,Lady Inerva Darkvein,5,8.33334,CV
6,The Council of Blood,6,19.44446,CV
7,Sludgefist,7,5.55556,CV
8,Stone Legion Generals,8,25.00002,CV
9,Sire Denathrius,9,27.7778,CV
0,Shriekwing,0,0.0,Blasphemy
1,Huntsman Altimor,1,8.33334,Blasphemy
2,Hungering Destroyer,2,8.33334,Blasphemy
3,Sun King's Salvation,3,8.33334,Blasphemy
4,Artificer Xy'mox,4,13.8889,Blasphemy
5,Lady Inerva Darkvein,5,0.0,Blasphemy
6,The Council of Blood,6,19.44446,Blasphemy
7,Sludgefist,7,8.33334,Blasphemy
8,Stone Legion Generals,8,30.55558,Blasphemy
9,Sire Denathrius,9,38.88892,Blasphemy
0,Shriekwing,0,0.0,Noted
1,Huntsman Altimor,1,0.0,Noted
2,Hungering Destroyer,2,8.33334,Noted
3,Sun King's Salvation,3,5.55556,Noted
4,Artificer Xy'mox,4,2.77778,Noted
5,Lady Inerva Darkvein,5,2.77778,Noted
6,The Council of Blood,6,19.44446,Noted
7,Sludgefist,7,8.33334,Noted
8,Stone Legion Generals,8,30.55558,Noted
9,Sire Denathrius,9,30.55558,Noted
0,Shriekwing,0,0.0,SOMA
1,Huntsman Altimor,1,11.11112,SOMA
2,Hungering Destroyer,2,5.55556,SOMA
3,Sun King's Salvation,3,0.0,SOMA
4,Artificer Xy'mox,4,11.11112,SOMA
5,Lady Inerva Darkvein,5,5.55556,SOMA
6,The Council of Blood,6,13.8889,SOMA
7,Sludgefist,7,13.8889,SOMA
8,Stone Legion Generals,8,25.00002,SOMA
9,Sire Denathrius,9,36.11114,SOMA
0,Shriekwing,0,0.0,No Big Deal
1,Huntsman Altimor,1,2.77778,No Big Deal
2,Hungering Destroyer,2,5.55556,No Big Deal
3,Sun King's Salvation,3,8.33334,No Big Deal
4,Artificer Xy'mox,4,11.11112,No Big Deal
5,Lady Inerva Darkvein,5,2.77778,No Big Deal
6,The Council of Blood,6,8.33334,No Big Deal
7,Sludgefist,7,8.33334,No Big Deal
8,Stone Legion Generals,8,41.6667,No Big Deal
9,Sire Denathrius,9,30.55558,No Big Deal
0,Shriekwing,0,2.77778,Euphoric
1,Huntsman Altimor,1,2.77778,Euphoric
2,Hungering Destroyer,2,11.11112,Euphoric
3,Sun King's Salvation,3,0.0,Euphoric
4,Artificer Xy'mox,4,5.55556,Euphoric
5,Lady Inerva Darkvein,5,5.55556,Euphoric
6,The Council of Blood,6,8.33334,Euphoric
7,Sludgefist,7,5.55556,Euphoric
8,Stone Legion Generals,8,30.55558,Euphoric
9,Sire Denathrius,9,25.00002,Euphoric
0,Shriekwing,0,2.77778,Resonate
1,Huntsman Altimor,1,0.0,Resonate
2,Hungering Destroyer,2,5.55556,Resonate
3,Sun King's Salvation,3,2.77778,Resonate
4,Artificer Xy'mox,4,8.33334,Resonate
5,Lady Inerva Darkvein,5,5.55556,Resonate
6,The Council of Blood,6,8.33334,Resonate
7,Sludgefist,7,13.8889,Resonate
8,Stone Legion Generals,8,36.11114,Resonate
9,Sire Denathrius,9,33.33336,Resonate
0,Shriekwing,0,0.0,Didnt Ask
1,Huntsman Altimor,1,0.0,Didnt Ask
2,Hungering Destroyer,2,0.0,Didnt Ask
3,Sun King's Salvation,3,0.0,Didnt Ask
4,Artificer Xy'mox,4,0.0,Didnt Ask
5,Lady Inerva Darkvein,5,0.0,Didnt Ask
6,The Council of Blood,6,0.0,Didnt Ask
7,Sludgefist,7,0.0,Didnt Ask
8,Stone Legion Generals,8,0.0,Didnt Ask
9,Sire Denathrius,9,11.11112,Didnt Ask
0,Shriekwing,0,2.77778,DKG
1,Huntsman Altimor,1,2.77778,DKG
2,Hungering Destroyer,2,5.55556,DKG
3,Sun King's Salvation,3,5.55556,DKG
4,Artificer Xy'mox,4,11.11112,DKG
5,Lady Inerva Darkvein,5,5.55556,DKG
6,The Council of Blood,6,2.77778,DKG
7,Sludgefist,7,30.55556,DKG
8,Stone Legion Generals,8,8.33334,DKG
9,Sire Denathrius,9,75.00002,DKG
0,Shriekwing,0,0.0,OBSCURE REFERENCE
1,Huntsman Altimor,1,2.77778,OBSCURE REFERENCE
2,Hungering Destroyer,2,5.55556,OBSCURE REFERENCE
3,Sun King's Salvation,3,5.55556,OBSCURE REFERENCE
4,Artificer Xy'mox,4,8.33334,OBSCURE REFERENCE
5,Lady Inerva Darkvein,5,11.11112,OBSCURE REFERENCE
6,The Council of Blood,6,19.44446,OBSCURE REFERENCE
7,Sludgefist,7,11.11112,OBSCURE REFERENCE
8,Stone Legion Generals,8,38.88892,OBSCURE REFERENCE
9,Sire Denathrius,9,30.55558,OBSCURE REFERENCE
0,Shriekwing,0,0.0,Trash Mob Death Machine
1,Huntsman Altimor,1,2.77778,Trash Mob Death Machine
2,Hungering Destroyer,2,2.77778,Trash Mob Death Machine
3,Sun King's Salvation,3,11.11112,Trash Mob Death Machine
4,Artificer Xy'mox,4,0.0,Trash Mob Death Machine
5,Lady Inerva Darkvein,5,5.55556,Trash Mob Death Machine
6,The Council of Blood,6,19.44446,Trash Mob Death Machine
7,Sludgefist,7,13.8889,Trash Mob Death Machine
8,Stone Legion Generals,8,44.44448,Trash Mob Death Machine
9,Sire Denathrius,9,44.44448,Trash Mob Death Machine
0,Shriekwing,0,0.0,Fury
1,Huntsman Altimor,1,8.33334,Fury
2,Hungering Destroyer,2,2.77778,Fury
3,Sun King's Salvation,3,11.11112,Fury
4,Artificer Xy'mox,4,50.0,Fury
5,Lady Inerva Darkvein,5,44.44444,Fury
6,The Council of Blood,6,75.0,Fury
7,Sludgefist,7,11.11112,Fury
8,Stone Legion Generals,8,138.8889,Fury
9,Sire Denathrius,9,113.8889,Fury
0,Shriekwing,0,22.22222,yeah right
1,Huntsman Altimor,1,0.0,yeah right
2,Hungering Destroyer,2,5.55556,yeah right
3,Sun King's Salvation,3,27.77778,yeah right
4,Artificer Xy'mox,4,33.33334,yeah right
5,Lady Inerva Darkvein,5,27.77778,yeah right
6,The Council of Blood,6,72.22221,yeah right
7,Sludgefist,7,25.0,yeah right
8,Stone Legion Generals,8,97.22222,yeah right
9,Sire Denathrius,9,177.77778,yeah right
0,Shriekwing,0,0.0,Fate
1,Huntsman Altimor,1,2.77778,Fate
2,Hungering Destroyer,2,8.33334,Fate
3,Sun King's Salvation,3,0.0,Fate
4,Lady Inerva Darkvein,5,2.77778,Fate
0,Shriekwing,0,0.0,Kultzipuppelit
1,Huntsman Altimor,1,0.0,Kultzipuppelit
2,Hungering Destroyer,2,5.55556,Kultzipuppelit
3,Sun King's Salvation,3,11.11112,Kultzipuppelit
4,Artificer Xy'mox,4,13.8889,Kultzipuppelit
5,Lady Inerva Darkvein,5,13.8889,Kultzipuppelit
6,The Council of Blood,6,13.8889,Kultzipuppelit
7,Sludgefist,7,22.22224,Kultzipuppelit
8,Stone Legion Generals,8,33.33336,Kultzipuppelit
9,Sire Denathrius,9,47.22226,Kultzipuppelit
0,Shriekwing,0,2.77778,Bag for Life
1,Huntsman Altimor,1,2.77778,Bag for Life
2,Hungering Destroyer,2,2.77778,Bag for Life
3,Sun King's Salvation,3,5.55556,Bag for Life
4,Artificer Xy'mox,4,11.11112,Bag for Life
5,Lady Inerva Darkvein,5,5.55556,Bag for Life
6,The Council of Blood,6,11.11112,Bag for Life
7,Sludgefist,7,8.33334,Bag for Life
8,Stone Legion Generals,8,38.88892,Bag for Life
9,Sire Denathrius,9,36.11114,Bag for Life
0,Shriekwing,0,0.0,raise
1,Huntsman Altimor,1,5.55556,raise
2,Hungering Destroyer,2,5.55556,raise
3,Sun King's Salvation,3,2.77778,raise
4,Artificer Xy'mox,4,8.33334,raise
5,Lady Inerva Darkvein,5,2.77778,raise
6,The Council of Blood,6,11.11112,raise
7,Sludgefist,7,5.55556,raise
8,Stone Legion Generals,8,22.22224,raise
9,Sire Denathrius,9,30.55558,raise
0,Shriekwing,0,2.77778,Lordaerons Erben
1,Huntsman Altimor,1,5.55556,Lordaerons Erben
2,Hungering Destroyer,2,0.0,Lordaerons Erben
3,Sun King's Salvation,3,8.33334,Lordaerons Erben
4,Artificer Xy'mox,4,13.8889,Lordaerons Erben
5,Lady Inerva Darkvein,5,2.77778,Lordaerons Erben
6,The Council of Blood,6,8.33334,Lordaerons Erben
7,Sludgefist,7,0.0,Lordaerons Erben
0,Shriekwing,0,2.77778,Lakko
1,Huntsman Altimor,1,5.55556,Lakko
2,Hungering Destroyer,2,2.77778,Lakko
3,Sun King's Salvation,3,11.11112,Lakko
4,Artificer Xy'mox,4,8.33334,Lakko
5,Lady Inerva Darkvein,5,5.55556,Lakko
6,The Council of Blood,6,16.66668,Lakko
7,Sludgefist,7,13.8889,Lakko
8,Stone Legion Generals,8,27.7778,Lakko
9,Sire Denathrius,9,33.33336,Lakko
0,Shriekwing,0,5.55556,RR inc
1,Huntsman Altimor,1,0.0,RR inc
